PROBLEM NAME: 	bench_20_1-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	21
NUMBER OF ITEMS: 	100
CAPACITY OF KNAPSACK: 	45501
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	196	161
3	56	145
4	32	153
5	32	145
6	24	89
7	24	45
8	40	63
9	56	41
10	56	49
11	172	117
12	104	25
13	104	17
14	64	21
15	72	25
16	80	41
17	236	69
18	228	61
19	228	29
20	276	69
21	276	101
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	776	1005	2
2	494	1001	2
3	883	1009	2
4	673	1001	2
5	564	1008	2
6	367	1007	3
7	67	1007	3
8	364	1009	3
9	387	1004	3
10	98	1006	3
11	594	1008	4
12	560	1000	4
13	980	1005	4
14	681	1000	4
15	918	1005	4
16	226	1006	5
17	642	1000	5
18	652	1007	5
19	434	1009	5
20	473	1001	5
21	361	1000	6
22	126	1002	6
23	422	1009	6
24	283	1008	6
25	876	1004	6
26	155	1009	7
27	89	1000	7
28	869	1000	7
29	879	1005	7
30	114	1007	7
31	173	1002	8
32	646	1007	8
33	911	1004	8
34	306	1007	8
35	851	1001	8
36	416	1001	9
37	588	1007	9
38	889	1006	9
39	540	1001	9
40	726	1004	9
41	913	1009	10
42	167	1002	10
43	62	1000	10
44	280	1007	10
45	314	1000	10
46	800	1002	11
47	229	1005	11
48	746	1006	11
49	494	1007	11
50	511	1000	11
51	866	1004	12
52	506	1002	12
53	13	1002	12
54	806	1000	12
55	655	1000	12
56	74	1004	13
57	615	1002	13
58	494	1003	13
59	562	1002	13
60	140	1005	13
61	326	1008	14
62	839	1006	14
63	544	1000	14
64	88	1007	14
65	335	1009	14
66	694	1005	15
67	828	1003	15
68	160	1004	15
69	563	1005	15
70	523	1003	15
71	654	1007	16
72	491	1005	16
73	692	1005	16
74	995	1004	16
75	636	1001	16
76	59	1001	17
77	469	1008	17
78	866	1002	17
79	98	1003	17
80	151	1005	17
81	678	1006	18
82	770	1008	18
83	779	1004	18
84	34	1006	18
85	105	1005	18
86	399	1008	19
87	637	1003	19
88	59	1007	19
89	446	1003	19
90	527	1006	19
91	958	1006	20
92	534	1002	20
93	1000	1003	20
94	502	1008	20
95	456	1009	20
96	859	1008	21
97	71	1002	21
98	553	1006	21
99	540	1006	21
100	597	1008	21
