PROBLEM NAME: 	bench_15_4-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	16
NUMBER OF ITEMS: 	75
CAPACITY OF KNAPSACK: 	34126
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	204	169
3	104	169
4	64	165
5	40	153
6	32	145
7	32	49
8	56	81
9	104	121
10	148	85
11	104	89
12	204	57
13	228	69
14	268	97
15	180	109
16	236	145
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	589	1004	2
2	32	1000	2
3	823	1002	2
4	160	1004	2
5	883	1005	2
6	751	1008	3
7	897	1003	3
8	137	1008	3
9	756	1005	3
10	376	1000	3
11	768	1000	4
12	759	1005	4
13	222	1005	4
14	311	1005	4
15	279	1000	4
16	775	1001	5
17	153	1007	5
18	369	1008	5
19	979	1009	5
20	637	1005	5
21	226	1006	6
22	642	1000	6
23	652	1007	6
24	434	1009	6
25	473	1001	6
26	723	1009	7
27	917	1000	7
28	570	1009	7
29	888	1007	7
30	697	1003	7
31	56	1008	8
32	988	1006	8
33	326	1001	8
34	120	1007	8
35	12	1008	8
36	684	1005	9
37	163	1007	9
38	693	1004	9
39	688	1003	9
40	975	1003	9
41	444	1007	10
42	843	1007	10
43	281	1004	10
44	492	1003	10
45	94	1001	10
46	507	1008	11
47	893	1001	11
48	621	1004	11
49	74	1008	11
50	63	1000	11
51	814	1007	12
52	654	1007	12
53	211	1009	12
54	446	1005	12
55	165	1000	12
56	41	1007	13
57	585	1003	13
58	918	1000	13
59	935	1004	13
60	550	1004	13
61	135	1002	14
62	895	1007	14
63	206	1006	14
64	755	1002	14
65	194	1008	14
66	732	1009	15
67	815	1002	15
68	455	1008	15
69	325	1002	15
70	784	1008	15
71	260	1000	16
72	495	1002	16
73	425	1006	16
74	143	1008	16
75	882	1007	16
