PROBLEM NAME: 	bench_10_1-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	11
NUMBER OF ITEMS: 	50
CAPACITY OF KNAPSACK: 	22750
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	80	157
3	40	169
4	48	99
5	8	97
6	48	51
7	156	137
8	180	29
9	276	69
10	280	109
11	236	93
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	240	1004	2
2	986	1002	2
3	41	1009	2
4	544	1003	2
5	808	1001	2
6	337	1003	3
7	886	1004	3
8	633	1002	3
9	822	1006	3
10	857	1008	3
11	940	1002	4
12	453	1007	4
13	94	1009	4
14	812	1004	4
15	531	1008	4
16	754	1005	5
17	597	1007	5
18	73	1007	5
19	794	1001	5
20	157	1002	5
21	267	1006	6
22	550	1007	6
23	978	1002	6
24	955	1008	6
25	560	1009	6
26	658	1006	7
27	131	1009	7
28	643	1004	7
29	113	1006	7
30	382	1005	7
31	37	1004	8
32	355	1007	8
33	81	1000	8
34	731	1004	8
35	376	1002	8
36	958	1006	9
37	534	1002	9
38	1000	1003	9
39	502	1008	9
40	456	1009	9
41	965	1000	10
42	431	1003	10
43	201	1007	10
44	430	1004	10
45	557	1004	10
46	164	1003	11
47	645	1008	11
48	501	1004	11
49	958	1004	11
50	168	1003	11
