PROBLEM NAME: 	bench_10_4-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	11
NUMBER OF ITEMS: 	50
CAPACITY OF KNAPSACK: 	22750
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	204	169
3	64	165
4	40	153
5	32	145
6	32	49
7	104	121
8	104	89
9	204	57
10	228	69
11	268	97
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	589	1004	2
2	32	1000	2
3	823	1002	2
4	160	1004	2
5	883	1005	2
6	768	1000	3
7	759	1005	3
8	222	1005	3
9	311	1005	3
10	279	1000	3
11	775	1001	4
12	153	1007	4
13	369	1008	4
14	979	1009	4
15	637	1005	4
16	226	1006	5
17	642	1000	5
18	652	1007	5
19	434	1009	5
20	473	1001	5
21	723	1009	6
22	917	1000	6
23	570	1009	6
24	888	1007	6
25	697	1003	6
26	684	1005	7
27	163	1007	7
28	693	1004	7
29	688	1003	7
30	975	1003	7
31	507	1008	8
32	893	1001	8
33	621	1004	8
34	74	1008	8
35	63	1000	8
36	814	1007	9
37	654	1007	9
38	211	1009	9
39	446	1005	9
40	165	1000	9
41	41	1007	10
42	585	1003	10
43	918	1000	10
44	935	1004	10
45	550	1004	10
46	135	1002	11
47	895	1007	11
48	206	1006	11
49	755	1002	11
50	194	1008	11
