PROBLEM NAME: 	bench_40_1-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	41
NUMBER OF ITEMS: 	200
CAPACITY OF KNAPSACK: 	91001
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	270	133
3	246	157
4	196	169
5	196	161
6	188	145
7	172	145
8	80	157
9	40	169
10	32	153
11	32	145
12	48	99
13	8	97
14	24	17
15	48	51
16	48	63
17	56	73
18	56	81
19	104	97
20	104	105
21	104	113
22	156	137
23	172	93
24	148	85
25	104	25
26	132	81
27	180	29
28	172	29
29	180	37
30	236	45
31	236	37
32	252	21
33	260	45
34	260	77
35	276	69
36	284	69
37	280	109
38	260	85
39	236	93
40	204	145
41	260	129
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	896	1006	2
2	875	1004	2
3	434	1001	2
4	203	1006	2
5	64	1009	2
6	613	1006	3
7	215	1005	3
8	123	1007	3
9	451	1002	3
10	83	1003	3
11	325	1009	4
12	901	1001	4
13	343	1008	4
14	239	1005	4
15	263	1003	4
16	776	1005	5
17	494	1001	5
18	883	1009	5
19	673	1001	5
20	564	1008	5
21	123	1000	6
22	766	1009	6
23	227	1001	6
24	940	1004	6
25	411	1006	6
26	356	1000	7
27	602	1006	7
28	823	1004	7
29	153	1009	7
30	846	1008	7
31	240	1004	8
32	986	1002	8
33	41	1009	8
34	544	1003	8
35	808	1001	8
36	337	1003	9
37	886	1004	9
38	633	1002	9
39	822	1006	9
40	857	1008	9
41	594	1008	10
42	560	1000	10
43	980	1005	10
44	681	1000	10
45	918	1005	10
46	226	1006	11
47	642	1000	11
48	652	1007	11
49	434	1009	11
50	473	1001	11
51	940	1002	12
52	453	1007	12
53	94	1009	12
54	812	1004	12
55	531	1008	12
56	754	1005	13
57	597	1007	13
58	73	1007	13
59	794	1001	13
60	157	1002	13
61	466	1000	14
62	621	1001	14
63	970	1009	14
64	821	1007	14
65	975	1002	14
66	267	1006	15
67	550	1007	15
68	978	1002	15
69	955	1008	15
70	560	1009	15
71	174	1003	16
72	892	1005	16
73	304	1007	16
74	729	1000	16
75	572	1002	16
76	519	1004	17
77	991	1007	17
78	587	1002	17
79	505	1008	17
80	324	1008	17
81	56	1008	18
82	988	1006	18
83	326	1001	18
84	120	1007	18
85	12	1008	18
86	812	1009	19
87	70	1000	19
88	337	1005	19
89	229	1003	19
90	253	1004	19
91	753	1008	20
92	186	1006	20
93	927	1003	20
94	343	1001	20
95	417	1000	20
96	544	1003	21
97	314	1005	21
98	723	1008	21
99	302	1003	21
100	113	1003	21
101	658	1006	22
102	131	1009	22
103	643	1004	22
104	113	1006	22
105	382	1005	22
106	300	1008	23
107	661	1007	23
108	291	1003	23
109	841	1006	23
110	536	1007	23
111	444	1007	24
112	843	1007	24
113	281	1004	24
114	492	1003	24
115	94	1001	24
116	866	1004	25
117	506	1002	25
118	13	1002	25
119	806	1000	25
120	655	1000	25
121	554	1002	26
122	859	1006	26
123	739	1000	26
124	910	1007	26
125	382	1001	26
126	37	1004	27
127	355	1007	27
128	81	1000	27
129	731	1004	27
130	376	1002	27
131	910	1002	28
132	547	1002	28
133	277	1002	28
134	39	1001	28
135	51	1004	28
136	763	1003	29
137	153	1001	29
138	753	1004	29
139	350	1009	29
140	909	1004	29
141	400	1001	30
142	754	1009	30
143	394	1005	30
144	674	1000	30
145	760	1004	30
146	535	1006	31
147	928	1006	31
148	419	1007	31
149	398	1000	31
150	65	1007	31
151	983	1004	32
152	78	1006	32
153	673	1006	32
154	125	1005	32
155	781	1005	32
156	870	1007	33
157	219	1007	33
158	210	1009	33
159	883	1000	33
160	580	1005	33
161	810	1005	34
162	245	1007	34
163	321	1002	34
164	73	1001	34
165	671	1004	34
166	958	1006	35
167	534	1002	35
168	1000	1003	35
169	502	1008	35
170	456	1009	35
171	419	1006	36
172	15	1001	36
173	776	1001	36
174	538	1006	36
175	939	1006	36
176	965	1000	37
177	431	1003	37
178	201	1007	37
179	430	1004	37
180	557	1004	37
181	1	1005	38
182	944	1000	38
183	987	1006	38
184	745	1009	38
185	443	1008	38
186	164	1003	39
187	645	1008	39
188	501	1004	39
189	958	1004	39
190	168	1003	39
191	168	1001	40
192	914	1009	40
193	62	1006	40
194	203	1009	40
195	265	1008	40
196	925	1005	41
197	41	1000	41
198	150	1001	41
199	488	1006	41
200	485	1008	41
