PROBLEM NAME: 	bench_20_5-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	21
NUMBER OF ITEMS: 	100
CAPACITY OF KNAPSACK: 	45501
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	72.70
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	288	149
2	228	169
3	188	145
4	124	169
5	32	145
6	40	113
7	32	57
8	16	25
9	48	63
10	132	145
11	132	137
12	156	137
13	172	53
14	124	29
15	162	9
16	180	29
17	236	69
18	284	93
19	288	109
20	212	145
21	280	133
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	122	1009	2
2	648	1002	2
3	530	1003	2
4	302	1008	2
5	426	1005	2
6	123	1000	3
7	766	1009	3
8	227	1001	3
9	940	1004	3
10	411	1006	3
11	475	1006	4
12	343	1007	4
13	970	1009	4
14	807	1000	4
15	366	1004	4
16	226	1006	5
17	642	1000	5
18	652	1007	5
19	434	1009	5
20	473	1001	5
21	959	1005	6
22	372	1004	6
23	310	1007	6
24	773	1006	6
25	6	1002	6
26	667	1004	7
27	806	1009	7
28	290	1006	7
29	744	1006	7
30	356	1001	7
31	587	1002	8
32	386	1000	8
33	142	1003	8
34	581	1004	8
35	132	1007	8
36	174	1003	9
37	892	1005	9
38	304	1007	9
39	729	1000	9
40	572	1002	9
41	445	1005	10
42	741	1002	10
43	867	1009	10
44	552	1009	10
45	183	1001	10
46	619	1009	11
47	541	1007	11
48	793	1007	11
49	272	1004	11
50	414	1005	11
51	658	1006	12
52	131	1009	12
53	643	1004	12
54	113	1006	12
55	382	1005	12
56	308	1000	13
57	286	1009	13
58	296	1000	13
59	502	1004	13
60	119	1002	13
61	961	1004	14
62	80	1008	14
63	120	1003	14
64	568	1009	14
65	804	1009	14
66	554	1008	15
67	672	1004	15
68	101	1009	15
69	364	1006	15
70	552	1008	15
71	37	1004	16
72	355	1007	16
73	81	1000	16
74	731	1004	16
75	376	1002	16
76	59	1001	17
77	469	1008	17
78	866	1002	17
79	98	1003	17
80	151	1005	17
81	719	1008	18
82	856	1002	18
83	672	1001	18
84	339	1003	18
85	285	1007	18
86	341	1006	19
87	681	1000	19
88	618	1006	19
89	485	1006	19
90	134	1006	19
91	654	1009	20
92	373	1001	20
93	979	1005	20
94	182	1000	20
95	65	1006	20
96	240	1000	21
97	573	1008	21
98	45	1008	21
99	678	1008	21
100	721	1000	21
