PROBLEM NAME: 	ttd300_n10_L2-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	11
NUMBER OF ITEMS: 	50
CAPACITY OF KNAPSACK: 	22750
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	50.00
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	199	116
2	54	17
3	160	7
4	259	138
5	125	181
6	76	178
7	200	129
8	1	216
9	31	98
10	75	29
11	259	139
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	457	1000	2
2	268	1004	2
3	130	1001	2
4	125	1009	2
5	860	1008	2
6	190	1004	3
7	170	1007	3
8	382	1003	3
9	144	1007	3
10	451	1006	3
11	726	1000	4
12	102	1006	4
13	187	1002	4
14	839	1001	4
15	196	1006	4
16	409	1004	5
17	950	1002	5
18	386	1004	5
19	968	1006	5
20	690	1000	5
21	301	1001	6
22	967	1008	6
23	962	1008	6
24	59	1007	6
25	281	1007	6
26	109	1000	7
27	335	1006	7
28	521	1008	7
29	942	1000	7
30	205	1009	7
31	340	1005	8
32	399	1009	8
33	46	1004	8
34	334	1006	8
35	603	1008	8
36	393	1005	9
37	767	1002	9
38	37	1004	9
39	292	1001	9
40	260	1007	9
41	386	1001	10
42	380	1003	10
43	194	1004	10
44	931	1007	10
45	40	1009	10
46	20	1001	11
47	680	1003	11
48	741	1003	11
49	974	1002	11
50	534	1001	11
