PROBLEM NAME: 	ttd300_n40_L3-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	41
NUMBER OF ITEMS: 	200
CAPACITY OF KNAPSACK: 	91001
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	50.00
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
1	135	213
2	55	12
3	130	226
4	115	35
5	194	84
6	84	151
7	193	12
8	31	39
9	173	41
10	234	273
11	18	281
12	65	41
13	3	205
14	80	25
15	116	191
16	248	114
17	292	95
18	94	191
19	158	153
20	256	134
21	90	97
22	262	296
23	227	15
24	76	46
25	88	65
26	261	189
27	138	60
28	182	203
29	234	189
30	298	22
31	140	138
32	214	234
33	299	217
34	4	22
35	298	69
36	214	102
37	108	141
38	174	128
39	12	221
40	169	124
41	106	54
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	244	1000	2
2	724	1003	2
3	742	1009	2
4	485	1003	2
5	484	1008	2
6	79	1008	3
7	252	1002	3
8	582	1002	3
9	446	1006	3
10	660	1001	3
11	474	1003	4
12	225	1002	4
13	126	1009	4
14	112	1002	4
15	676	1007	4
16	90	1001	5
17	706	1008	5
18	382	1006	5
19	207	1007	5
20	237	1003	5
21	708	1005	6
22	905	1006	6
23	454	1008	6
24	296	1007	6
25	615	1005	6
26	959	1003	7
27	371	1000	7
28	933	1003	7
29	206	1001	7
30	377	1003	7
31	418	1006	8
32	51	1005	8
33	715	1003	8
34	860	1002	8
35	58	1007	8
36	348	1005	9
37	216	1002	9
38	555	1005	9
39	654	1008	9
40	977	1006	9
41	657	1005	10
42	538	1003	10
43	690	1001	10
44	149	1006	10
45	168	1008	10
46	37	1004	11
47	676	1003	11
48	957	1005	11
49	144	1006	11
50	824	1000	11
51	525	1007	12
52	353	1009	12
53	881	1005	12
54	660	1002	12
55	83	1000	12
56	768	1003	13
57	669	1009	13
58	632	1001	13
59	985	1007	13
60	336	1009	13
61	315	1007	14
62	738	1008	14
63	859	1006	14
64	418	1004	14
65	777	1005	14
66	431	1008	15
67	309	1002	15
68	270	1006	15
69	392	1000	15
70	652	1009	15
71	691	1007	16
72	856	1002	16
73	164	1004	16
74	343	1002	16
75	830	1005	16
76	458	1005	17
77	856	1009	17
78	187	1003	17
79	457	1008	17
80	424	1003	17
81	990	1009	18
82	492	1003	18
83	825	1004	18
84	175	1003	18
85	308	1000	18
86	877	1003	19
87	635	1002	19
88	711	1005	19
89	340	1003	19
90	406	1009	19
91	809	1005	20
92	781	1007	20
93	617	1001	20
94	947	1006	20
95	664	1006	20
96	901	1003	21
97	753	1003	21
98	20	1002	21
99	73	1003	21
100	677	1001	21
101	567	1001	22
102	687	1001	22
103	821	1007	22
104	906	1006	22
105	413	1009	22
106	346	1006	23
107	440	1005	23
108	794	1002	23
109	722	1000	23
110	66	1004	23
111	385	1007	24
112	498	1009	24
113	382	1004	24
114	957	1000	24
115	392	1000	24
116	110	1004	25
117	450	1008	25
118	992	1007	25
119	506	1001	25
120	565	1002	25
121	622	1000	26
122	798	1000	26
123	305	1002	26
124	836	1009	26
125	842	1001	26
126	817	1005	27
127	412	1001	27
128	578	1009	27
129	112	1004	27
130	428	1006	27
131	188	1009	28
132	941	1000	28
133	416	1007	28
134	977	1008	28
135	755	1005	28
136	812	1008	29
137	47	1007	29
138	763	1000	29
139	258	1007	29
140	656	1005	29
141	145	1004	30
142	787	1008	30
143	518	1006	30
144	480	1000	30
145	733	1007	30
146	873	1000	31
147	639	1002	31
148	746	1008	31
149	701	1002	31
150	235	1004	31
151	75	1005	32
152	384	1008	32
153	99	1003	32
154	447	1003	32
155	543	1000	32
156	879	1007	33
157	454	1007	33
158	946	1003	33
159	993	1004	33
160	930	1009	33
161	880	1000	34
162	368	1001	34
163	616	1006	34
164	529	1002	34
165	93	1003	34
166	825	1003	35
167	997	1000	35
168	342	1006	35
169	510	1008	35
170	40	1006	35
171	800	1005	36
172	426	1007	36
173	733	1000	36
174	509	1004	36
175	830	1003	36
176	983	1006	37
177	160	1005	37
178	813	1004	37
179	643	1007	37
180	250	1008	37
181	62	1003	38
182	590	1007	38
183	622	1002	38
184	103	1003	38
185	985	1007	38
186	55	1006	39
187	604	1003	39
188	953	1004	39
189	962	1005	39
190	789	1008	39
191	372	1004	40
192	411	1001	40
193	68	1005	40
194	908	1009	40
195	488	1005	40
196	93	1007	41
197	100	1000	41
198	879	1006	41
199	268	1007	41
200	804	1007	41
