PROBLEM NAME: 	ttd300_n30_L3_f025-TTP
KNAPSACK DATA TYPE: uncorrelated, similar weights
DIMENSION:	31
NUMBER OF ITEMS: 	150
CAPACITY OF KNAPSACK: 	68251
MIN SPEED: 	0.1
MAX SPEED: 	1
RENTING RATIO: 	50.00
EDGE_WEIGHT_TYPE:	CEIL_2D
DRONE ENDURANCE: 	80
NODE_COORD_SECTION	(INDEX, X, Y): 
1	76	119
2	247	237
3	143	264
4	35	23
5	157	2
6	165	5
7	2	181
8	249	185
9	37	10
10	164	116
11	250	81
12	40	221
13	60	11
14	186	11
15	233	36
16	197	288
17	89	162
18	194	58
19	150	224
20	22	39
21	213	167
22	261	232
23	82	82
24	83	180
25	6	103
26	37	65
27	160	110
28	115	12
29	146	219
30	165	28
31	241	18
ITEMS SECTION	(INDEX, PROFIT, WEIGHT, ASSIGNED NODE NUMBER): 
1	327	1004	2
2	288	1001	2
3	301	1002	2
4	953	1004	2
5	768	1007	2
6	609	1000	3
7	582	1008	3
8	773	1003	3
9	826	1005	3
10	100	1003	3
11	769	1004	4
12	700	1008	4
13	211	1002	4
14	963	1002	4
15	575	1005	4
16	830	1003	5
17	314	1007	5
18	584	1008	5
19	482	1007	5
20	441	1002	5
21	332	1006	6
22	506	1003	6
23	470	1000	6
24	15	1008	6
25	547	1000	6
26	189	1000	7
27	809	1003	7
28	948	1009	7
29	862	1008	7
30	452	1002	7
31	573	1004	8
32	892	1003	8
33	697	1006	8
34	287	1008	8
35	916	1004	8
36	965	1001	9
37	263	1004	9
38	371	1008	9
39	551	1006	9
40	680	1009	9
41	663	1002	10
42	292	1002	10
43	197	1002	10
44	344	1007	10
45	412	1005	10
46	472	1004	11
47	331	1004	11
48	204	1001	11
49	758	1002	11
50	8	1003	11
51	53	1009	12
52	616	1007	12
53	234	1003	12
54	493	1000	12
55	503	1008	12
56	811	1005	13
57	275	1002	13
58	827	1002	13
59	117	1001	13
60	338	1004	13
61	623	1004	14
62	533	1001	14
63	589	1004	14
64	550	1002	14
65	61	1006	14
66	491	1007	15
67	471	1008	15
68	458	1006	15
69	14	1007	15
70	753	1004	15
71	388	1005	16
72	755	1001	16
73	676	1001	16
74	920	1004	16
75	746	1006	16
76	407	1004	17
77	285	1004	17
78	304	1008	17
79	995	1006	17
80	583	1003	17
81	78	1002	18
82	118	1003	18
83	832	1009	18
84	205	1002	18
85	503	1004	18
86	61	1005	19
87	858	1006	19
88	486	1005	19
89	38	1006	19
90	941	1008	19
91	568	1004	20
92	517	1006	20
93	964	1006	20
94	27	1005	20
95	982	1009	20
96	867	1003	21
97	21	1004	21
98	352	1009	21
99	767	1009	21
100	772	1000	21
101	234	1003	22
102	31	1001	22
103	293	1001	22
104	802	1005	22
105	219	1006	22
106	265	1009	23
107	317	1002	23
108	891	1000	23
109	183	1007	23
110	155	1007	23
111	153	1008	24
112	500	1008	24
113	860	1001	24
114	761	1007	24
115	547	1004	24
116	551	1003	25
117	800	1003	25
118	923	1000	25
119	575	1001	25
120	67	1003	25
121	130	1008	26
122	606	1004	26
123	383	1009	26
124	628	1008	26
125	1	1008	26
126	439	1005	27
127	885	1003	27
128	422	1007	27
129	546	1005	27
130	529	1008	27
131	599	1006	28
132	16	1008	28
133	3	1002	28
134	263	1005	28
135	356	1001	28
136	409	1009	29
137	187	1003	29
138	29	1009	29
139	576	1005	29
140	668	1005	29
141	900	1008	30
142	131	1005	30
143	287	1005	30
144	272	1004	30
145	394	1006	30
146	475	1001	31
147	497	1003	31
148	42	1007	31
149	505	1009	31
150	627	1002	31
